curated_family,family,source_resource,source_sheet,enzyme_full_name,enzyme_common_name,species,substrate,product,text
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,LL-Diaminopimelate aminotransferase,AtDAP-AT,Arabidopsis thaliana,N-(5â€²-phosphopyridoxyl)-LL-Diaminopimelate,,LL-Diaminopimelate aminotransferase AtDAP-AT   Arabidopsis thaliana   N-(5â€²-phosphopyridoxyl)-LL-Diaminopimelate  Mechanism of substrate recognition and PLP-induced conformational changes in LL-diaminopimelate aminotransferase from Arabidopsis thaliana. 10.1016/j.jmb.2008.10.022    pass 33090|Viridiplantae ATDAP-AT|NA
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Branched-chain amino acid aminotransferase 3,SlBCAT3,Solanum lycopersicum,isoleucine,2-methylbutanal;2-methylbutanol,Branched-chain amino acid aminotransferase 3 SlBCAT3   Solanum lycopersicum   isoleucine 2-methylbutanal;2-methylbutanol Catabolism of branched chain amino acids supports respiration but not volatile synthesis in tomato fruits. 10.1093/mp/ssr108    pass 33090|Viridiplantae SLBCAT3|NA
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,prephenate aminotransferase,AT-C,Nicotiana silvestris,phenylpyruvate;L-glutamate,L-phenylalanine;2-ketoglutarate,prephenate aminotransferase AT-C   Nicotiana silvestris   phenylpyruvate;L-glutamate L-phenylalanine;2-ketoglutarate Novel features of prephenate aminotransferase from cell cultures of Nicotiana silvestris. 10.1016/0003-9861(85)90161-4    pass 33090|Viridiplantae AT-C|NA
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Glyoxylate aminotransferase,GA,Moricandia arvensis,glyoxylate;glutamic acid,glycine;alpha-ketoglutarate,Glyoxylate aminotransferase GA   Moricandia arvensis   glyoxylate;glutamic acid glycine;alpha-ketoglutarate Photorespiratory metabolism and immunogold localization of photorespiratory enzymes in leaves of C3 and C 3-C 4 intermediate species of Moricandia. 10.1007/BF00401016   EC 2.6.1.4; EC 2.6.1.45 pass 33090|Viridiplantae EC2.6.1.4|NA|EC2|NA|EC2.6.1.45|NA|GA|PF02704;GASA;1|GA|PF03171;2OG-FeII_Oxy;1;PF14226;DIOX_N;1|GA|PF07207;Lir1;1 A0A060IGG2_ELAGV|A0A1P8B5N0_ARATH|Q41016_PEA A0A060IGG2|A0A1P8B5N0|Q41016 |NP_001328762.1|NP_001328762 |NM_001341731.1|NM_001341731 Elaeis_guineensis_var._tenera|Arabidopsis_thaliana|Pisum_sativum
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aminotransferase,PS-AT,Pisum sativum,"D,L-alanine; a-ketoglutarate",glutamate,"Aminotransferase PS-AT   Pisum sativum   D,L-alanine; a-ketoglutarate glutamate Properties of an Aminotransferase of Pea (Pisum sativum L.). 10.1104/pp.52.1.63    pass 33090|Viridiplantae PS-AT|NA"
Aminotransferase,3650|Cucurbitaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Cucumber Branched-Chain Amino Acid Transferase 2,CsBCAT2,Cucumis sativus,Isoleucine; Leucine; Valine; isoleucine; leucine; valine,a-keto-3-methylvalerate; a-ketoisocaporate; a-ketoisovalerate; Î±-keto-3-methylvalerate; Î±-ketoisocaporate; Î±-ketoisovalerate,Cucumber Branched-Chain Amino Acid Transferase 2 CsBCAT2   Cucumis sativus   Isoleucine; Leucine; Valine; isoleucine; leucine; valine a-keto-3-methylvalerate; a-ketoisocaporate; a-ketoisovalerate; Î±-keto-3-methylvalerate; Î±-ketoisocaporate; Î±-ketoisovalerate The overexpression of cucumber (Cucumis sativus L.) genes that encode the branched-chain amino acid transferase modulate flowering time in Arabidopsis thaliana. 10.1007/s00299-018-2346-x  Csa2G352930 AT1G10070; Csa2G352930 pass 33090|Viridiplantae CSA2G352930|NA|AT1G10070|PF01063;Aminotran_4;1|AT1G10070|IPR001544;Aminotrans_IV;IPR018300;Aminotrans_IV_CS;IPR036038;Aminotransferase-like;IPR005786;B_amino_transII;IPR043132;BCAT-like_C;IPR043131;BCAT-like_N;IPR033939;BCAT_family|CSBCAT2|NA BCAT2_ARATH|Q2V4P2_ARATH Q9M439|O80598|Q2V4P2 NP_001031015.1|NP_001031015|NP_001031016.2|NP_001031016|NP_172478.1|NP_172478 NM_001035938.2|NM_001035938|NM_001035939.3|NM_001035939|NM_100881.3|NM_100881 Arabidopsis_thaliana
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,methionine:glyoxylate aminotransferase,MGAT,Brassica napus,methionine;glyoxylate,2-keto-4-methylthiobutyrate,methionine:glyoxylate aminotransferase MGAT   Brassica napus   methionine;glyoxylate 2-keto-4-methylthiobutyrate Purification and Characterization of Methionine:Glyoxylate Aminotransferase from Brassica carinata and Brassica napus. 10.1104/pp.94.4.1887    pass 33090|Viridiplantae MGAT|PF12146;Hydrolase_4;1 H9LBH7_ARAHY|A0A0F6PMY4_9LAMI H9LBH7|A0A0F6PMY4   Arachis_hypogaea|Salvia_hispanica
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,serine:glyoxylate aminotransferase,SGAT,Hordeum vulgare,asparagine; glyoxylate,glycine,"serine:glyoxylate aminotransferase SGAT   Hordeum vulgare   asparagine; glyoxylate glycine Photorespiratory N donors, aminotransferase specificity and photosynthesis in a mutant of barley deficient in serine: glyoxylate aminotransferase activity. 10.1007/BF00403035    pass 33090|Viridiplantae SGAT|PF00266;Aminotran_5;1|SGAT|NA A0A0A6ZHA3_GOSHI|A0A1D8RJ17_ELECO|Q8LGQ7_SPIPO A0A0A6ZHA3|A0A1D8RJ17|Q8LGQ7 NP_001314412.1|NP_001314412|XP_016734507.1|XP_016734507| NM_001327483.1|NM_001327483|XM_016879018.1|XM_016879018| Gossypium_hirsutum|Eleusine_coracana|Spirodela_polyrhiza"
Aminotransferase,3563|Amaranthaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Leucine Aminotransferase I,LAT I,Amaranthus dubius,valine,alpha-ketoisocaproate,Leucine Aminotransferase I LAT I   Amaranthus dubius   valine alpha-ketoisocaproate Inactivation of leucine aminotransferase with diethylpyrocarbonate and rose bengal: evidence for an active site histidine residue.     pass_noDOI 33090|Viridiplantae LATI|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AAT,Zea mays,glutamate,alpha-ketoglutarate,Aspartate aminotransferase AAT   Zea mays   glutamate alpha-ketoglutarate Photosynthetic carbon metabolism during leaf ontogeny in Zea mays L.: Enzyme studies. 10.1007/BF00385076   EC 2.6.1.1 pass 33090|Viridiplantae EC2.6.1.1|NA|EC2|NA|AAT|PF00155;Aminotran_1_2;1|AAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT|PF02458;Transferase;1|AAT|NA|AAT|PF03219;TLC;1|AAT|PF03417;AAT;1|AAT|PF02803;Thiolase_C;1;PF00108;Thiolase_N;1|AAT|PF01490;Aa_trans;1 PAT_ARATH|PAT_PINPS|B1A9J8_CUCME|O48548_SOYBN|A9DG57_MEDTR|A9DGI0_9FABA|A0A078BCB9_9FABA|Q4VVF4_HELTU|B6THR2_MAIZE|A9DGC8_MEDTR|F0Y8M2_AURAN|Q6YEY2_VITVI|W7U3D6_9STRA|A0A0A7H8K8_PRUAR|B3VP15_PRUAR|Q9ZTX1_HORVU|Q7G1G6_SOYBN|D5ACX1_PICSI|C6TEL7_SOYBN|A0A6M2F9E6_9ROSI|A0A1U8W0X8_9LAMI|A0A0A9EF48_ARUDO|A0A0A9HKQ1_ARUDO|A0A0A9EKA8_ARUDO|Q9FVF1_FRAAN|A0A1J0CLC8_FRAAN|B9MSV0_FAGSY|A0A0A7CNG6_ACHHY|Q43781_LOTJA|I3S9W5_LOTJA|A0A7C9ARW2_OPUST|A0A7C9ESJ9_OPUST|D7FVR8_ECTSI Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|Q5F4K8|B1A9J8|O48548|A9DG57|A9DGI0|A0A078BCB9|Q4VVF4|B6THR2|A9DGC8|F0Y8M2|Q6YEY2|W7U3D6|A0A0A7H8K8|B3VP15|Q9ZTX1|Q7G1G6|D5ACX1|C6TEL7|A0A6M2F9E6|A0A1U8W0X8|A0A0A9EF48|A0A0A9HKQ1|A0A0A9EKA8|Q9FVF1|A0A1J0CLC8|B9MSV0|A0A0A7CNG6|Q43781|I3S9W5|A0A7C9ARW2|A0A7C9ESJ9|D7FVR8 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022||NP_001284403.1|NP_001284403|NP_001237541.1|NP_001237541|NP_001149746.1|NP_001149746|XP_009036682.1|XP_009036682|NP_001242552.1|NP_001242552 NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691||NM_001297474.1|NM_001297474|NM_001250612.1|NM_001250612|NM_001156274.1|NM_001156274|XM_009038434.1|XM_009038434|NM_001255623.1|NM_001255623 Arabidopsis_thaliana|Pinus_pinaster|Cucumis_melo|Glycine_max|Medicago_truncatula_var._truncatula|Medicago_tornata|Xylia_xylocarpa_var._kerrii|Helianthus_tuberosus|Zea_mays|Medicago_truncatula_var._longiaculeata|Aureococcus_anophagefferens|Vitis_vinifera|Nannochloropsis_gaditana|Prunus_armeniaca|Hordeum_vulgare|Picea_sitchensis|Populus_davidiana|Osmanthus_fragrans|Arundo_donax|Fragaria_ananassa|Fagus_sylvatica|Achlya_hypogyna|Lotus_japonicus|Opuntia_streptacantha|Ectocarpus_siliculosus
Aminotransferase,,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,a-N-acetyl-ornithine aminotransferase,,Paul's Scarlet Rose,L-ornithine;a-ketoglutarate,glutamic semialdehyde;glutamic acid,a-N-acetyl-ornithine aminotransferase    Paul's Scarlet Rose   L-ornithine;a-ketoglutarate glutamic semialdehyde;glutamic acid Biosynthesis of protein amino acids in plant tissue culture. 3. Studies on the biosynthesis of arginine. 10.1104/pp.42.3.387   E.C. 2.6.1.11 pass  E.C.2.6.1.11|NA|E|PF00875;DNA_photolyase;1;PF03441;FAD_binding_7;1|E|IPR036134;Crypto/Photolyase_FAD-like_sf;IPR036155;Crypto/Photolyase_N_sf;IPR005101;Cryptochr/Photolyase_FAD-bd;IPR002081;Cryptochrome/DNA_photolyase_1;IPR014134;Cryptochrome_pln;IPR018394;DNA_photolyase_1_CS_C;IPR006050;DNA_photolyase_N;IPR014729;Rossmann-like_a/b/a_fold|E|PF07250;Glyoxal_oxid_N;1;PF09118;GO-like_E_set;1|E|IPR011043;Gal_Oxase/kelch_b-propeller;IPR037293;Gal_Oxidase_central_sf;IPR009880;Glyoxal_oxidase_N;IPR015202;GO-like_E_set;IPR013783;Ig-like_fold;IPR014756;Ig_E-set|E|PF00173;Cyt-b5;1;PF00970;FAD_binding_6;1;PF03404;Mo-co_dimer;1;PF00175;NAD_binding_1;1;PF00174;Oxidored_molyb;1|E|IPR008333;Cbr1-like_FAD-bd_dom;IPR001199;Cyt_B5-like_heme/steroid-bd;IPR036400;Cyt_B5-like_heme/steroid_sf;IPR018506;Cyt_B5_heme-BS;IPR017927;FAD-bd_FR_type;IPR001709;Flavoprot_Pyr_Nucl_cyt_Rdtase;IPR039261;FNR_nucleotide-bd;IPR014756;Ig_E-set;IPR005066;MoCF_OxRdtse_dimer;IPR008335;Mopterin_OxRdtase_euk;IPR012137;Nitr_rd_NADH;IPR001433;OxRdtase_FAD/NAD-bd;IPR000572;OxRdtase_Mopterin-bd_dom;IPR036374;OxRdtase_Mopterin-bd_sf;IPR022407;OxRdtase_Mopterin_BS;IPR017938...|E|PF00173;Cyt-b5;1;PF03404;Mo-co_dimer;1|E|IPR001199;Cyt_B5-like_heme/steroid-bd;IPR036400;Cyt_B5-like_heme/steroid_sf;IPR018506;Cyt_B5_heme-BS;IPR014756;Ig_E-set;IPR005066;MoCF_OxRdtse_dimer;IPR008335;Mopterin_OxRdtase_euk|E|IPR008333;Cbr1-like_FAD-bd_dom;IPR001199;Cyt_B5-like_heme/steroid-bd;IPR036400;Cyt_B5-like_heme/steroid_sf;IPR018506;Cyt_B5_heme-BS;IPR017927;FAD-bd_FR_type;IPR001709;Flavoprot_Pyr_Nucl_cyt_Rdtase;IPR039261;FNR_nucleotide-bd;IPR014756;Ig_E-set;IPR005066;MoCF_OxRdtse_dimer;IPR008335;Mopterin_OxRdtase_euk;IPR001433;OxRdtase_FAD/NAD-bd;IPR000572;OxRdtase_Mopterin-bd_dom;IPR036374;OxRdtase_Mopterin-bd_sf;IPR022407;OxRdtase_Mopterin_BS;IPR017938;Riboflavin_synthase-lik...|E|PF16561;AMPK1_CBM;1;PF00782;DSPc;1|E|PF03404;Mo-co_dimer;1|E|PF02922;CBM_48;1|E|PF17967;Pullulanase_N2;1|E|PF16561;AMPK1_CBM;1;PF00571;CBS;1|E|PF02115;Rho_GDI;1|E|PF00630;Filamin;1;PF00076;RRM_1;1|E|PF16561;AMPK1_CBM;1|E|PF00128;Alpha-amylase;1;PF02922;CBM_48;1|E|PF12796;Ank_2;1;PF00612;IQ;2|E|PF12796;Ank_2;1;PF00612;IQ;2;PF01833;TIG;1|E|PF12796;Ank_2;1;PF03859;CG-1;1;PF00612;IQ;2;PF01833;TIG;1|E|PF00128;Alpha-amylase;1;PF02922;CBM_48;1;PF21156;ISOA1-3_C;1|E|PF21188;BRR2_plug;1;PF00270;DEAD;2;PF00271;Helicase_C;1;PF18149;Helicase_PWI;1;PF02889;Sec63;2|E|NA|E|PF00270;DEAD;1;PF00271;Helicase_C;1;PF02889;Sec63;2|E|PF13532;2OG-FeII_Oxy_2;1;PF13266;DUF4057;1|E|PF00847;AP2;1|E|PF10150;RNase_E_G;1|E|PF02221;E1_DerP2_DerF2;1|E|PF00226;DnaJ;1;PF02889;Sec63;1|E|PF03404;Mo-co_dimer;1;PF00174;Oxidored_molyb;1|E|PF11852;Pullul_strch_C;1;PF17967;Pullulanase_N2;1|E|PF16561;AMPK1_CBM;1;PF00571;CBS;2|E|PF12796;Ank_2;1;PF03859;CG-1;1;PF00612;IQ;2|E|PF03643;Vps26;1|E|PF02922;CBM_48;1;PF17967;Pullulanase_N2;1|E|PF02922;CBM_48;1;PF11852;Pullul_strch_C;1;PF17967;Pullulanase_N2;1|E|PF16561;AMPK1_CBM;1;PF04739;AMPKBI;1|E|PF08737;Rgp1;1|E|PF00630;Filamin;1;PF00076;RRM_1;1;PF22628;zf-CCCH_10;1|E|PF00125;Histone;1|E|PF01111;CKS;1|E|PF01007;IRK;1;PF17655;IRK_C;1|E|PF00253;Ribosomal_S14;1|E|PF15511;CENP-T_C;1|E|PF17655;IRK_C;1|E|PF16561;AMPK1_CBM;1;PF11210;DUF2996;1|E|PF13637;Ank_4;1;PF03859;CG-1;1;PF00612;IQ;2|E|PF00023;Ank;1;PF03859;CG-1;1;PF00612;IQ;2;PF01833;TIG;1|E|PF01200;Ribosomal_S28e;1|E|PF01152;Bac_globin;1;PF00173;Cyt-b5;1;PF00970;FAD_binding_6;1;PF03404;Mo-co_dimer;1;PF00175;NAD_binding_1;1;PF00174;Oxidored_molyb;1|E|PF12774;AAA_6;1;PF12775;AAA_7;1;PF12780;AAA_8;1;PF12781;AAA_9;1;PF17857;AAA_lid_1;1;PF18198;AAA_lid_11;1;PF08393;DHC_N2;1;PF17852;Dynein_AAA_lid;1;PF18199;Dynein_C;1;PF03028;Dynein_heavy;1;PF00630;Filamin;1;PF13415;Kelch_3;1;PF13418;Kelch_4;1;PF12777;MT;1|E|PF07893;DUF1668;2;PF00067;p450;1;PF02889;Sec63;1|E|PF05351;GMP_PDE_delta;1|E|PF01591;6PF2K;1;PF16561;AMPK1_CBM;1;PF00300;His_Phos_1;1|E|PF01007;IRK;1;PF17655;IRK_C;2|E|PF00226;DnaJ;1|E|PF13637;Ank_4;1;PF00612;IQ;2|E|PF03160;Calx-beta;1;PF00630;Filamin;3;PF07691;PA14;2|E|PF07885;Ion_trans_2;1;PF01007;IRK;1;PF17655;IRK_C;2|E|PF00630;Filamin;1;PF00041;fn3;2;PF07691;PA14;3|E|PF12796;Ank_2;1;PF00612;IQ;3|E|PF02806;Alpha-amylase_C;1;PF02922;CBM_48;1|E|PF16561;AMPK1_CBM;1;PF00571;CBS;1;PF16321;Ribosom_S30AE_C;1;PF02482;Ribosomal_S30AE;1|E|PF16561;AMPK1_CBM;1;PF00571;CBS;4|E|PF00028;Cadherin;12;PF00754;F5_F8_type_C;1;PF00147;Fibrinogen_C;1;PF13385;Laminin_G_3;1;PF01833;TIG;1|E|PF09118;GO-like_E_set;1|E|PF00270;DEAD;2;PF00271;Helicase_C;2;PF02889;Sec63;2|E|PF03404;Mo-co_dimer;1;PF00175;NAD_binding_1;1;PF00174;Oxidored_molyb;1|E|PF02221;E1_DerP2_DerF2;1;PF08246;Inhibitor_I29;1;PF00112;Peptidase_C1;1|E|PF02752;Arrestin_C;1;PF00339;Arrestin_N;1|E|PF17963;Big_9;1;PF00630;Filamin;1|E|PF00415;R
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,TRYPTOPHAN AMINOTRANSFERASE RELATED2,PsTAR2,Pisum sativum,tryptophan; 4-chlorotryptophan,indole-3-pyruvic acid; 4-chloroindole-3-pyruvic acid,"TRYPTOPHAN AMINOTRANSFERASE RELATED2 PsTAR2   Pisum sativum   tryptophan; 4-chlorotryptophan indole-3-pyruvic acid; 4-chloroindole-3-pyruvic acid Biosynthesis of the halogenated auxin, 4-chloroindole-3-acetic acid. 10.1104/pp.112.198457  JN990989  pass 33090|Viridiplantae JN990989|PF04864;Alliinase_C;1|PSTAR2|NA I6PCQ6_PEA I6PCQ6   Pisum_sativum"
Aminotransferase,3086|Scenedesmaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-glutamate-glyoxylate aminotransferase,SO-aminotransferase,Scenedesmus obliquus,DL-Valine;glyoxylate,glycine;2-oxoisovalerate,L-glutamate-glyoxylate aminotransferase SO-aminotransferase   Scenedesmus obliquus   DL-Valine;glyoxylate glycine;2-oxoisovalerate Glycolate pathway in green algae. 10.1104/pp.46.3.386    pass 33090|Viridiplantae SO-AMINOTRANSFERASE|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Glutamic oxaloacetic transaminase,GOT,Oryza sativa,Glutamate,Aspartate,Glutamic oxaloacetic transaminase GOT   Oryza sativa   Glutamate Aspartate Nickel Toxicity Interferes with NO3-/NH4+ Uptake and Nitrogen Metabolic Enzyme Activity in Rice (Oryza sativa L.). 10.3390/plants11111401    pass 33090|Viridiplantae GOT|PF01040;UbiA;1|GOT|IPR000537;UbiA_prenyltransferase;IPR044878;UbiA_sf GOT_CANSA A0A455ZJC3   Cannabis_sativa
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-glutamate: glyoxylate aminotransferase,GGAT,Beta vulgaris,L-glutamate; glyoxylate,2-oxoglutarate,L-glutamate: glyoxylate aminotransferase GGAT   Beta vulgaris   L-glutamate; glyoxylate 2-oxoglutarate Glutamate and serine as competing donors for amination of glyoxylate in leaf peroxisomes. 10.1007/BF00383892    pass 33090|Viridiplantae GGAT|PF00155;Aminotran_1_2;1 A0A1D8RJ21_ELECO|A0A1D8RJ35_ELECO A0A1D8RJ21|A0A1D8RJ35   Eleusine_coracana
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase-2,AAT2,Panicum miliaceum,Aspartate;2-Oxoglutarate,Oxaloacetate;Glutamate,Aspartate aminotransferase-2 AAT2   Panicum miliaceum   Aspartate;2-Oxoglutarate Oxaloacetate;Glutamate Cloning and characterization of a cDNA encoding aspartate aminotransferase-P1 from Lupinus angustifolius root tips. 10.1104/pp.104.2.417    pass 33090|Viridiplantae AAT2|PF00155;Aminotran_1_2;1|AAT2|IPR004839;Aminotransferase_I/II;IPR000796;Asp_trans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT2|PF02458;Transferase;1|AAT2|IPR023213;CAT-like_dom_sf;IPR050317;Plant_Fungal_Acyltransferase AAT2_ARATH|AAT2_MALDO|K4BF05_SOLLC|P93763_CANLI|H8ZW89_LAVAN|Q0GA13_LAVAN|H8ZW85_SALSC|B8BQR8_THAPS|Q40325_MEDSA|H8ZW87_SATMO|H8ZW88_MENSP|H8ZW86_OCIBA P46645|Q6R311|B2ZZ12|K4BF05|P93763|H8ZW89|Q0GA13|H8ZW85|B8BQR8|Q40325|H8ZW87|H8ZW88|H8ZW86 NP_197456.1|NP_197456||NP_001274287.1|NP_001274287|XP_002286190.1|XP_002286190 NM_121960.5|NM_121960||NM_001287358.2|NM_001287358|XM_002286154.1|XM_002286154 Arabidopsis_thaliana|Malus_domestica|Solanum_lycopersicum|Canavalia_lineata|Lavandula_angustifolia|Salvia_sclarea|Thalassiosira_pseudonana|Medicago_sativa|Satureja_montana|Mentha_spicata|Ocimum_basilicum
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase,AtTAT1,Arabidopsis thaliana,Tyrosine,4-Hydroxyphenylpyruvate,Tyrosine aminotransferase AtTAT1   Arabidopsis thaliana   Tyrosine 4-Hydroxyphenylpyruvate Cloning and characterization of a coronatine-regulated tyrosine aminotransferase from Arabidopsis. 10.1104/pp.126.4.1678  AF268090 CAA 23026;CAA23026 pass 33090|Viridiplantae AF268090|PF00155;Aminotran_1_2;1|AF268090|IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small;IPR005958;TyrNic_aminoTrfase|CAA23026|NA|ATTAT1|NA CORI3_ARATH Q9SUR6|Q0WN47 NP_194091.1|NP_194091|NP_849430.1|NP_849430 NM_118491.3|NM_118491|NM_179099.3|NM_179099 Arabidopsis_thaliana
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,aspartate aminotransferase,AST,Vigna unguiculata,aspartate,oxaloacetate,aspartate aminotransferase AST   Vigna unguiculata   aspartate oxaloacetate Nitrogen nutrition and metabolic interconversions of nitrogenous solutes in developing cowpea fruits. 10.1104/pp.77.2.382   EC 2.6.1.1 pass 33090|Viridiplantae EC2.6.1.1|NA|EC2|NA|AST|PF00685;Sulfotransfer_1;1 A0A6H5JMU2_9PHAE|A0A6H5K098_9PHAE|A0A6H5KQJ1_9PHAE A0A6H5JMU2|A0A6H5K098|A0A6H5KQJ1   Ectocarpus_sp._CCAP_1310/34
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-glutamate:glyoxylate aminotransferase; Glutamate:glyoxylate aminotransferase,GGAT,Spinacia oleracea,L-glutamate; glyoxylate; L-glutamate;glyoxylate,2-oxoglutarate; glycine; alpha-ketoglutarate;glycine,"L-glutamate:glyoxylate aminotransferase; Glutamate:glyoxylate aminotransferase GGAT   Spinacia oleracea   L-glutamate; glyoxylate; L-glutamate;glyoxylate 2-oxoglutarate; glycine; alpha-ketoglutarate;glycine Serine: glyoxylate, alanine:glyoxylate, and glutamate:glyoxylate aminotransferase reactions in peroxisomes from spinach leaves.     pass_noDOI 33090|Viridiplantae GGAT|PF00155;Aminotran_1_2;1 A0A1D8RJ21_ELECO|A0A1D8RJ35_ELECO A0A1D8RJ21|A0A1D8RJ35   Eleusine_coracana"
Aminotransferase,9979|Leporidae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,"alanine-4,5-dioxovalerate aminotransferase",A4DVA,Oryctolagus cuniculus,"alanine;4,5-dioxovalerate",5-aminolevulinate;pyruvate,"alanine-4,5-dioxovalerate aminotransferase A4DVA   Oryctolagus cuniculus   alanine;4,5-dioxovalerate 5-aminolevulinate;pyruvate A new biosynthetic route of porphyrin precursors in common between animals and plants. 10.1016/0006-291x(83)91715-1   EC 2.6.1.43 pass 33208|Metazoa EC2.6.1.43|NA|EC2|NA|A4DVA|NA"
